
Parameters:
ALLOW_SOFT_PLACEMENT=True
BATCH_SIZE=1024
CHECKPOINT_EVERY=100
DEV_SAMPLE_PERCENTAGE=0.1
DROPOUT_KEEP_PROB=0.5
EMBEDDING_DIM=128
EVALUATE_EVERY=100
FILTER_SIZES=2,3,4,5,6
L2_REG_LAMBDA=0.0
LOG_DEVICE_PLACEMENT=False
NEGATIVE_DATA_FILE=./data/rt-polaritydata/rt-polarity.neg
NUM_CHECKPOINTS=5
NUM_EPOCHS=200
NUM_FILTERS=128
POSITIVE_DATA_FILE=./data/rt-polaritydata/rt-polarity.pos

Loading data...
636 max_document
(10002, 636)
Train/Dev split: 9002/1000
Number of Class: 3
Writing to /home/g/grad/xinhao/IE_Project/runs/1494271488

2017-05-08T15:25:42.555426: step 1, loss 2.92102, acc 0.179688
2017-05-09T12:06:52.153170: step 1464, loss 0.0552652, acc 0.998047
2017-05-09T12:07:43.851187: step 1465, loss 0.058786, acc 0.998047
2017-05-09T12:08:35.684983: step 1466, loss 0.0599259, acc 0.99707
2017-05-09T12:09:16.779788: step 1467, loss 0.0535436, acc 1
2017-05-09T12:10:08.700309: step 1468, loss 0.0567088, acc 0.99707
2017-05-09T12:11:00.733446: step 1469, loss 0.0570545, acc 0.999023
2017-05-09T12:11:52.311311: step 1470, loss 0.0588758, acc 0.999023
2017-05-09T12:12:44.813510: step 1471, loss 0.0555754, acc 0.999023
2017-05-09T12:13:36.999244: step 1472, loss 0.0563717, acc 0.998047
2017-05-09T12:14:29.392574: step 1473, loss 0.0590746, acc 0.999023
2017-05-09T12:15:21.342260: step 1474, loss 0.0554262, acc 1
2017-05-09T12:16:13.157480: step 1475, loss 0.0585848, acc 0.996094
2017-05-09T12:16:54.188753: step 1476, loss 0.0556843, acc 0.998765
2017-05-09T12:17:46.251895: step 1477, loss 0.0568272, acc 0.999023
2017-05-09T12:18:38.055503: step 1478, loss 0.0540577, acc 1
2017-05-09T12:19:29.850139: step 1479, loss 0.05396, acc 0.999023
2017-05-09T12:20:21.628856: step 1480, loss 0.0608518, acc 0.998047
2017-05-09T12:21:13.612059: step 1481, loss 0.0593005, acc 0.998047
2017-05-09T12:22:05.559346: step 1482, loss 0.0535748, acc 1
2017-05-09T12:22:58.022252: step 1483, loss 0.0562641, acc 1
2017-05-09T12:23:50.194550: step 1484, loss 0.0528337, acc 0.998047
2017-05-09T12:24:31.623353: step 1485, loss 0.0622018, acc 0.996296
2017-05-09T12:25:23.457926: step 1486, loss 0.053281, acc 0.998047
2017-05-09T12:26:15.578950: step 1487, loss 0.0576181, acc 0.998047
2017-05-09T12:27:07.190897: step 1488, loss 0.0547774, acc 0.998047
2017-05-09T12:27:58.864430: step 1489, loss 0.0507041, acc 1
2017-05-09T12:28:50.691646: step 1490, loss 0.0600858, acc 0.99707
2017-05-09T12:29:43.010204: step 1491, loss 0.0573861, acc 1
2017-05-09T12:30:35.063829: step 1492, loss 0.0566468, acc 0.998047
2017-05-09T12:31:27.522227: step 1493, loss 0.0567111, acc 0.99707
2017-05-09T12:32:08.411803: step 1494, loss 0.0554473, acc 0.998765
2017-05-09T12:33:00.400455: step 1495, loss 0.0582612, acc 0.99707
2017-05-09T12:33:52.599425: step 1496, loss 0.0557444, acc 1
2017-05-09T12:34:44.575721: step 1497, loss 0.0548088, acc 0.999023
2017-05-09T12:35:36.466194: step 1498, loss 0.0517462, acc 1
2017-05-09T12:36:28.395757: step 1499, loss 0.0582416, acc 0.996094
2017-05-09T12:37:20.655409: step 1500, loss 0.0482508, acc 1

Evaluation:
2017-05-09T12:37:39.184856: step 1500, loss 0.657388, acc 0.751

2017-05-09T12:38:31.046647: step 1501, loss 0.0524059, acc 0.999023
2017-05-09T12:39:23.163419: step 1502, loss 0.0568246, acc 0.998047
2017-05-09T12:40:04.568018: step 1503, loss 0.0565355, acc 0.996296
2017-05-09T12:40:56.944096: step 1504, loss 0.0510934, acc 0.999023
2017-05-09T12:41:48.831738: step 1505, loss 0.0522352, acc 0.999023
2017-05-09T12:42:40.723641: step 1506, loss 0.052812, acc 0.999023
2017-05-09T12:43:33.350208: step 1507, loss 0.0544122, acc 0.998047
2017-05-09T12:44:25.065254: step 1508, loss 0.051069, acc 1
2017-05-09T12:45:17.432362: step 1509, loss 0.0544396, acc 1
2017-05-09T12:46:09.455570: step 1510, loss 0.0572358, acc 0.996094
2017-05-09T12:47:01.440282: step 1511, loss 0.0551137, acc 0.996094
2017-05-09T12:47:42.351265: step 1512, loss 0.0491437, acc 1
2017-05-09T12:48:34.151553: step 1513, loss 0.0542747, acc 0.998047
2017-05-09T12:49:26.335318: step 1514, loss 0.0514829, acc 0.999023
2017-05-09T12:50:18.432713: step 1515, loss 0.0544112, acc 0.99707
2017-05-09T12:51:10.815856: step 1516, loss 0.0510348, acc 1
2017-05-09T12:52:02.652872: step 1517, loss 0.0512021, acc 1
2017-05-09T12:52:54.570077: step 1518, loss 0.055721, acc 0.999023
2017-05-09T12:53:46.372510: step 1519, loss 0.0543497, acc 0.999023
2017-05-09T12:54:38.309362: step 1520, loss 0.051813, acc 0.999023
2017-05-09T12:55:19.517761: step 1521, loss 0.0503328, acc 0.998765
2017-05-09T12:56:11.532528: step 1522, loss 0.0501436, acc 0.998047
2017-05-09T12:57:03.279374: step 1523, loss 0.0538585, acc 0.999023
2017-05-09T12:57:55.140015: step 1524, loss 0.0497753, acc 0.999023
2017-05-09T12:58:46.930466: step 1525, loss 0.0530843, acc 0.99707
2017-05-09T12:59:38.935293: step 1526, loss 0.0563343, acc 0.998047
2017-05-09T13:00:31.070967: step 1527, loss 0.0508523, acc 0.999023
2017-05-09T13:01:23.187271: step 1528, loss 0.0497823, acc 1
2017-05-09T13:02:15.131769: step 1529, loss 0.0493339, acc 0.999023
2017-05-09T13:02:56.137953: step 1530, loss 0.0474989, acc 0.998765
2017-05-09T13:03:47.920223: step 1531, loss 0.0518193, acc 0.99707
2017-05-09T13:04:39.991352: step 1532, loss 0.0465766, acc 1
2017-05-09T13:05:31.858279: step 1533, loss 0.0493284, acc 1
2017-05-09T13:06:24.045769: step 1534, loss 0.0489449, acc 0.999023
2017-05-09T13:07:15.859373: step 1535, loss 0.0535313, acc 0.99707
2017-05-09T13:08:07.786250: step 1536, loss 0.0505556, acc 1
2017-05-09T13:08:59.858207: step 1537, loss 0.0509843, acc 0.998047
2017-05-09T13:09:51.861245: step 1538, loss 0.0508578, acc 0.999023
2017-05-09T13:10:32.879515: step 1539, loss 0.0525648, acc 0.998765
2017-05-09T13:11:24.835568: step 1540, loss 0.0525483, acc 0.995117
2017-05-09T13:12:16.801535: step 1541, loss 0.0519803, acc 0.999023
2017-05-09T13:13:08.539393: step 1542, loss 0.0482366, acc 0.999023
2017-05-09T13:14:00.583367: step 1543, loss 0.0472913, acc 0.998047
2017-05-09T13:14:52.367085: step 1544, loss 0.0475332, acc 0.999023
2017-05-09T13:15:44.201327: step 1545, loss 0.0490431, acc 1
2017-05-09T13:16:36.068448: step 1546, loss 0.0502109, acc 0.999023
2017-05-09T13:17:28.168673: step 1547, loss 0.0494763, acc 1
2017-05-09T13:18:09.301869: step 1548, loss 0.0488807, acc 0.998765
2017-05-09T13:19:01.065506: step 1549, loss 0.0462042, acc 0.999023
2017-05-09T13:19:52.821001: step 1550, loss 0.0471289, acc 1
2017-05-09T13:20:44.779964: step 1551, loss 0.0532475, acc 0.99707
2017-05-09T13:21:36.577242: step 1552, loss 0.0489777, acc 0.999023
2017-05-09T13:22:28.250829: step 1553, loss 0.0472404, acc 0.999023
2017-05-09T13:23:19.931542: step 1554, loss 0.048871, acc 0.998047
2017-05-09T13:24:11.737682: step 1555, loss 0.0496693, acc 0.999023
2017-05-09T13:25:03.516209: step 1556, loss 0.0463691, acc 0.999023
2017-05-09T13:25:44.619163: step 1557, loss 0.048869, acc 1
2017-05-09T13:26:36.552868: step 1558, loss 0.048022, acc 0.998047
2017-05-09T13:27:28.618241: step 1559, loss 0.0462818, acc 1
2017-05-09T13:28:20.599403: step 1560, loss 0.0457783, acc 0.999023
2017-05-09T13:29:12.725095: step 1561, loss 0.0505626, acc 0.99707
2017-05-09T13:30:04.650559: step 1562, loss 0.0491654, acc 0.999023
2017-05-09T13:30:56.790495: step 1563, loss 0.0461499, acc 1
2017-05-09T13:31:48.736396: step 1564, loss 0.0488623, acc 0.999023
2017-05-09T13:32:40.859537: step 1565, loss 0.0471552, acc 0.998047
2017-05-09T13:33:21.890697: step 1566, loss 0.0464094, acc 1
2017-05-09T13:34:14.028773: step 1567, loss 0.0426491, acc 1
2017-05-09T13:35:05.840396: step 1568, loss 0.0491605, acc 0.999023
2017-05-09T13:35:57.666364: step 1569, loss 0.0496033, acc 0.998047
2017-05-09T13:36:49.721713: step 1570, loss 0.0463248, acc 0.998047
2017-05-09T13:37:41.559506: step 1571, loss 0.0524955, acc 0.998047
2017-05-09T13:38:33.332140: step 1572, loss 0.048026, acc 0.999023
2017-05-09T13:39:25.259797: step 1573, loss 0.0449544, acc 0.999023
2017-05-09T13:40:17.084214: step 1574, loss 0.0489432, acc 0.99707
2017-05-09T13:40:58.241710: step 1575, loss 0.0511694, acc 0.997531
2017-05-09T13:41:50.201290: step 1576, loss 0.0470593, acc 0.998047
2017-05-09T13:42:41.761391: step 1577, loss 0.0471022, acc 0.999023
2017-05-09T13:43:33.766579: step 1578, loss 0.0436907, acc 1
2017-05-09T13:44:25.766650: step 1579, loss 0.0455811, acc 1
2017-05-09T13:45:17.660229: step 1580, loss 0.0501102, acc 0.998047
2017-05-09T13:46:09.399096: step 1581, loss 0.0531034, acc 0.993164
2017-05-09T13:47:01.358235: step 1582, loss 0.0462949, acc 0.999023
2017-05-09T13:47:53.397432: step 1583, loss 0.0488591, acc 0.999023
2017-05-09T13:48:34.448437: step 1584, loss 0.0461881, acc 1
2017-05-09T13:49:26.429563: step 1585, loss 0.0457154, acc 0.998047
2017-05-09T13:50:18.366478: step 1586, loss 0.0502261, acc 0.998047
2017-05-09T13:51:10.454255: step 1587, loss 0.0461086, acc 0.999023
2017-05-09T13:52:02.268720: step 1588, loss 0.0444326, acc 0.998047
2017-05-09T13:52:54.009490: step 1589, loss 0.0441454, acc 0.999023
2017-05-09T13:53:46.066307: step 1590, loss 0.043902, acc 0.999023
2017-05-09T13:54:37.933084: step 1591, loss 0.046075, acc 1
2017-05-09T13:55:29.807351: step 1592, loss 0.0434445, acc 0.999023
2017-05-09T13:56:10.643653: step 1593, loss 0.0504342, acc 1
2017-05-09T13:57:02.362182: step 1594, loss 0.0451037, acc 1
2017-05-09T13:57:54.091415: step 1595, loss 0.0392805, acc 1
2017-05-09T13:58:46.010987: step 1596, loss 0.0450212, acc 0.999023
2017-05-09T13:59:37.681894: step 1597, loss 0.043142, acc 1
2017-05-09T14:00:29.381650: step 1598, loss 0.0465138, acc 0.99707
2017-05-09T14:01:21.130670: step 1599, loss 0.0453736, acc 0.998047
2017-05-09T14:02:13.007224: step 1600, loss 0.0461854, acc 0.998047

Evaluation:
2017-05-09T14:02:31.622241: step 1600, loss 0.667244, acc 0.749

2017-05-09T14:03:23.231961: step 1601, loss 0.0458399, acc 0.999023
2017-05-09T14:04:04.311417: step 1602, loss 0.0453701, acc 0.998765
2017-05-09T14:04:56.097048: step 1603, loss 0.0460049, acc 0.999023
2017-05-09T14:05:47.664745: step 1604, loss 0.0437968, acc 0.999023
2017-05-09T14:06:39.506417: step 1605, loss 0.0445209, acc 0.999023
2017-05-09T14:07:31.550305: step 1606, loss 0.0434916, acc 0.999023
2017-05-09T14:08:23.363600: step 1607, loss 0.045042, acc 0.998047
2017-05-09T14:09:15.232546: step 1608, loss 0.0459243, acc 1
2017-05-09T14:10:06.976549: step 1609, loss 0.0436218, acc 0.999023
2017-05-09T14:10:58.923718: step 1610, loss 0.0432019, acc 0.998047
2017-05-09T14:11:39.985691: step 1611, loss 0.046109, acc 0.998765
2017-05-09T14:12:32.064420: step 1612, loss 0.046243, acc 1
2017-05-09T14:13:24.159548: step 1613, loss 0.044564, acc 0.999023
2017-05-09T14:14:16.124035: step 1614, loss 0.0422479, acc 1
2017-05-09T14:15:08.003515: step 1615, loss 0.0505398, acc 0.99707
2017-05-09T14:16:00.103524: step 1616, loss 0.0404451, acc 1
2017-05-09T14:16:51.769817: step 1617, loss 0.0460018, acc 0.999023
2017-05-09T14:17:43.444783: step 1618, loss 0.0490587, acc 0.998047
2017-05-09T14:18:35.099456: step 1619, loss 0.0420505, acc 0.998047
2017-05-09T14:19:15.891278: step 1620, loss 0.0449706, acc 1
2017-05-09T14:20:07.741444: step 1621, loss 0.0423437, acc 0.999023
2017-05-09T14:20:59.693428: step 1622, loss 0.0461736, acc 0.999023
2017-05-09T14:21:51.463412: step 1623, loss 0.0408377, acc 0.999023
2017-05-09T14:22:43.039174: step 1624, loss 0.0446369, acc 0.998047
2017-05-09T14:23:35.014580: step 1625, loss 0.0454185, acc 0.999023
2017-05-09T14:24:26.880786: step 1626, loss 0.046573, acc 0.99707
2017-05-09T14:25:19.012291: step 1627, loss 0.042921, acc 0.999023
2017-05-09T14:26:10.788385: step 1628, loss 0.0415657, acc 1
2017-05-09T14:26:51.979337: step 1629, loss 0.0427519, acc 1
2017-05-09T14:27:44.420447: step 1630, loss 0.0439172, acc 0.998047
2017-05-09T14:28:36.425541: step 1631, loss 0.0433599, acc 0.998047
2017-05-09T14:29:27.977451: step 1632, loss 0.0392148, acc 1
2017-05-09T14:30:19.805609: step 1633, loss 0.0444207, acc 0.998047
2017-05-09T14:31:11.655556: step 1634, loss 0.0418807, acc 1
2017-05-09T14:32:03.585447: step 1635, loss 0.0452044, acc 0.99707
2017-05-09T14:32:55.511548: step 1636, loss 0.0426576, acc 0.999023
2017-05-09T14:33:47.433120: step 1637, loss 0.0415852, acc 0.999023
2017-05-09T14:34:28.311424: step 1638, loss 0.0399389, acc 1
2017-05-09T14:35:20.192256: step 1639, loss 0.0393191, acc 1
2017-05-09T14:36:12.359984: step 1640, loss 0.0397403, acc 0.999023
2017-05-09T14:37:04.544274: step 1641, loss 0.039917, acc 1
2017-05-09T14:37:56.366874: step 1642, loss 0.0406334, acc 0.999023
2017-05-09T14:38:48.261420: step 1643, loss 0.0411315, acc 0.999023
2017-05-09T14:39:40.225431: step 1644, loss 0.0433741, acc 0.998047
2017-05-09T14:40:32.251432: step 1645, loss 0.0406629, acc 0.998047
2017-05-09T14:41:24.586065: step 1646, loss 0.0427644, acc 0.999023
2017-05-09T14:42:05.731367: step 1647, loss 0.041649, acc 0.998765
2017-05-09T14:42:57.878333: step 1648, loss 0.0426612, acc 0.999023
2017-05-09T14:43:49.909430: step 1649, loss 0.0395376, acc 0.999023
2017-05-09T14:44:41.925513: step 1650, loss 0.0415856, acc 0.998047
2017-05-09T14:45:33.946763: step 1651, loss 0.0423921, acc 0.999023
2017-05-09T14:46:25.988492: step 1652, loss 0.0397828, acc 0.999023
2017-05-09T14:47:17.625437: step 1653, loss 0.0382787, acc 0.999023
2017-05-09T14:48:09.662849: step 1654, loss 0.0410931, acc 0.999023
2017-05-09T14:49:01.446284: step 1655, loss 0.0406519, acc 1
2017-05-09T14:49:42.573306: step 1656, loss 0.0386198, acc 1
2017-05-09T14:50:34.598751: step 1657, loss 0.0378336, acc 1
2017-05-09T14:51:26.731361: step 1658, loss 0.0403198, acc 0.99707
2017-05-09T14:52:18.550506: step 1659, loss 0.0400792, acc 0.998047
2017-05-09T14:53:10.778434: step 1660, loss 0.0399144, acc 0.999023
2017-05-09T14:54:02.635189: step 1661, loss 0.039895, acc 1
2017-05-09T14:54:54.539669: step 1662, loss 0.0386222, acc 1
2017-05-09T14:55:46.305654: step 1663, loss 0.042283, acc 0.998047
2017-05-09T14:56:38.327358: step 1664, loss 0.0382278, acc 0.999023
2017-05-09T14:57:19.538047: step 1665, loss 0.039516, acc 1
2017-05-09T14:58:11.653619: step 1666, loss 0.0402314, acc 1
2017-05-09T14:59:03.556402: step 1667, loss 0.0388806, acc 0.998047
2017-05-09T14:59:55.560475: step 1668, loss 0.0381174, acc 0.99707
2017-05-09T15:00:47.633329: step 1669, loss 0.043952, acc 0.999023
2017-05-09T15:01:39.617264: step 1670, loss 0.03785, acc 0.999023
2017-05-09T15:02:31.411493: step 1671, loss 0.0403537, acc 0.998047
2017-05-09T15:03:23.332461: step 1672, loss 0.0376044, acc 1
2017-05-09T15:04:15.059192: step 1673, loss 0.037426, acc 0.999023
2017-05-09T15:04:56.328289: step 1674, loss 0.0382052, acc 1
2017-05-09T15:05:48.489329: step 1675, loss 0.0366562, acc 1
2017-05-09T15:06:40.654681: step 1676, loss 0.0373979, acc 0.999023
2017-05-09T15:07:32.667203: step 1677, loss 0.0383258, acc 1
2017-05-09T15:08:24.520002: step 1678, loss 0.0381612, acc 1
2017-05-09T15:09:16.563043: step 1679, loss 0.0378241, acc 0.999023
2017-05-09T15:10:08.386402: step 1680, loss 0.0413403, acc 0.996094
2017-05-09T15:11:00.194636: step 1681, loss 0.0407638, acc 0.998047
2017-05-09T15:11:52.027261: step 1682, loss 0.0376028, acc 0.999023
2017-05-09T15:12:33.010548: step 1683, loss 0.0395083, acc 0.998765
2017-05-09T15:13:24.699106: step 1684, loss 0.0380766, acc 0.998047
2017-05-09T15:14:16.442433: step 1685, loss 0.0363711, acc 1
2017-05-09T15:15:08.516135: step 1686, loss 0.038558, acc 1
2017-05-09T15:16:00.416227: step 1687, loss 0.0361562, acc 1
2017-05-09T15:16:52.212803: step 1688, loss 0.0392658, acc 0.999023
2017-05-09T15:17:44.060101: step 1689, loss 0.0408669, acc 0.998047
